"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
6523,"00A","heliport","Total Rf Heliport",40.07080078125,-74.9336013793945,11,"NA","US","US-PA","Bensalem","no","00A",,"00A",,,
6524,"00AK","small_airport","Lowell Field",59.94919968,-151.695999146,450,"NA","US","US-AK","Anchor Point","no","00AK",,"00AK",,,
6525,"00AL","small_airport","Epps Airpark",34.8647994995117,-86.7703018188477,820,"NA","US","US-AL","Harvest","no","00AL",,"00AL",,,
6526,"00AR","heliport","Newport Hospital & Clinic Heliport",35.608699798584,-91.2548980712891,237,"NA","US","US-AR","Newport","no","00AR",,"00AR",,,
6527,"00AZ","small_airport","Cordes Airport",34.3055992126465,-112.165000915527,3810,"NA","US","US-AZ","Cordes","no","00AZ",,"00AZ",,,
6528,"00CA","small_airport","Goldstone /Gts/ Airport",35.3504981995,-116.888000488,3038,"NA","US","US-CA","Barstow","no","00CA",,"00CA",,,
6529,"00CO","small_airport","Cass Field",40.622200012207,-104.34400177002,4830,"NA","US","US-CO","Briggsdale","no","00CO",,"00CO",,,
6531,"00FA","small_airport","Grass Patch Airport",28.6455001831055,-82.2190017700195,53,"NA","US","US-FL","Bushnell","no","00FA",,"00FA",,,
6532,"00FD","heliport","Ringhaver Heliport",28.8465995788574,-82.3453979492188,25,"NA","US","US-FL","Riverview","no","00FD",,"00FD",,,
6533,"00FL","small_airport","River Oak Airport",27.230899810791,-80.9692001342773,35,"NA","US","US-FL","Okeechobee","no","00FL",,"00FL",,,
6534,"00GA","small_airport","Lt World Airport",33.7675018310547,-84.0682983398438,700,"NA","US","US-GA","Lithonia","no","00GA",,"00GA",,,
6535,"00GE","heliport","Caffrey Heliport",33.8842010498047,-84.7339019775391,957,"NA","US","US-GA","Hiram","no","00GE",,"00GE",,,
6536,"00HI","heliport","Kaupulehu Heliport",19.8325004577637,-155.981994628906,43,"NA","US","US-HI","Kailua/Kona","no","00HI",,"00HI",,,
6537,"00ID","small_airport","Delta Shores Airport",48.1453018188477,-116.213996887207,2064,"NA","US","US-ID","Clark Fork","no","00ID",,"00ID",,,
6538,"00II","heliport","Bailey Generation Station Heliport",41.6445007324219,-87.122802734375,600,"NA","US","US-IN","Chesterton","no","00II",,"00II",,,
6539,"00IL","small_airport","Hammer Airport",41.978401184082,-89.5604019165039,840,"NA","US","US-IL","Polo","no","00IL",,"00IL",,,
6540,"00IN","heliport","St Mary Medical Center Heliport",41.5113983154297,-87.2605972290039,634,"NA","US","US-IN","Hobart","no","00IN",,"00IN",,,
6541,"00IS","small_airport","Hayenga's Cant Find Farms Airport",40.0256004333496,-89.1229019165039,820,"NA","US","US-IL","Kings","no","00IS",,"00IS",,,
6542,"00KS","small_airport","Hayden Farm Airport",38.7277984619141,-94.9304962158203,1100,"NA","US","US-KS","Gardner","no","00KS",,"00KS",,,
6543,"00KY","small_airport","Robbins Roost Airport",37.4094009399414,-84.6196975708008,1265,"NA","US","US-KY","Stanford","no","00KY",,"00KY",,,
45437,"00LA","heliport","Shell Chemical East Site Heliport",30.191944,-90.980833,15,"NA","US","US-LA","Gonzales","no","00LA",,"00LA",,,
6544,"00LL","heliport","Ac & R Components Heliport",39.6652984619141,-89.7055969238281,600,"NA","US","US-IL","Chatham","no","00LL",,"00LL",,,
6545,"00LS","small_airport","Lejeune Airport",30.1362991333008,-92.4293975830078,12,"NA","US","US-LA","Esterwood","no","00LS",,"00LS",,,
6546,"00MD","small_airport","Slater Field",38.7570991516113,-75.7537994384766,45,"NA","US","US-MD","Federalsburg","no","00MD",,"00MD",,,
6547,"00MI","heliport","Dow Chemical Heliport",43.9494018554688,-86.4167022705078,588,"NA","US","US-MI","Ludington","no","00MI",,"00MI",,,
6548,"00MN","small_airport","Battle Lake Municipal Airport",46.2999992370605,-95.7003021240234,1365,"NA","US","US-MN","Battle Lake","no","00MN",,"00MN",,,
6549,"00MO","small_airport","Cooper Flying Service Airport",37.2028007507324,-94.4123992919922,970,"NA","US","US-MO","Alba","no","00MO",,"00MO",,,
6550,"00MT","small_airport","Sands Ranch Airport",48.5374984741211,-109.705001831055,2600,"NA","US","US-MT","Havre","no","00MT",,"00MT",,,
6551,"00N","small_airport","Bucks Airport",39.473201751709,-75.1852035522461,105,"NA","US","US-NJ","Bridgeton","no","00N",,"00N",,,
6552,"00NC","small_airport","North Raleigh Airport",36.0852012634277,-78.3713989257812,348,"NA","US","US-NC","Louisburg","no","00NC",,"00NC",,,
6553,"00NJ","heliport","Colgate-Piscataway Heliport",40.5209007263184,-74.4746017456055,78,"NA","US","US-NJ","New Brunswick","no","00NJ",,"00NJ",,,
6554,"00NY","small_airport","Weiss Airfield",42.9001007080078,-77.4997024536133,1000,"NA","US","US-NY","West Bloomfield","no","00NY",,"00NY",,,
6555,"00OH","small_airport","Exit 3 Airport",41.5909004211426,-84.1421966552734,785,"NA","US","US-OH","Wauseon","no","00OH",,"00OH",,,
6556,"00OI","heliport","Miami Valley Hospital Heliport",39.7453002929688,-84.1874008178711,905,"NA","US","US-OH","Dayton","no","00OI",,"00OI",,,
6557,"00OR","heliport","Steel Systems Heliport",44.9328994750977,-123.129997253418,195,"NA","US","US-OR","Salem","no","00OR",,"00OR",,,
6558,"00PA","heliport","R J D Heliport",39.9488983154297,-75.7469024658203,402,"NA","US","US-PA","Coatesville","no","00PA",,"00PA",,,
45773,"00PN","small_airport","Ferrell Field",41.2995,-80.211111,1301,"NA","US","US-PA","Mercer","no","00PN",,"00PN",,,
6559,"00PS","small_airport","Thomas Field",40.377799987793,-77.3653030395508,815,"NA","US","US-PA","Loysville","no","00PS",,"00PS",,,
6560,"00S","small_airport","Mc Kenzie Bridge State Airport",44.1832008362,-122.088996887,1620,"NA","US","US-OR","Mc Kenzie Bridge","no","00S",,"00S",,"http://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport",
6561,"00SC","small_airport","Flying O Airport",34.0093994140625,-80.2671966552734,150,"NA","US","US-SC","Sumter","no","00SC",,"00SC",,,
6562,"00TA","heliport","Sw Region Faa Heliport",32.8269004821777,-97.3058013916016,598,"NA","US","US-TX","Fort Worth","no","00TA",,"00TA",,,
6563,"00TE","heliport","Tcjc-Northeast Campus Heliport",32.847599029541,-97.1894989013672,600,"NA","US","US-TX","Fort Worth","no","00TE",,"00TE",,,
6564,"00TN","small_airport","Ragsdale Road Airport",35.5158996582031,-85.9535980224609,1100,"NA","US","US-TN","Manchester","no","00TN",,"00TN",,,
6565,"00TS","small_airport","Alpine Range Airport",32.6076011657715,-97.2419967651367,670,"NA","US","US-TX","Everman","no","00TS",,"00TS",,,
6566,"00TX","heliport","San Jacinto Methodist Hospital Heliport",29.737699508667,-94.9802017211914,19,"NA","US","US-TX","Baytown","no","00TX",,"00TX",,,
6567,"00UT","closed","Clear Creek Ranch Airport",37.2477989196777,-112.821998596191,6138,"NA","US","US-UT","Kanab","no","00UT",,"00UT",,,
6568,"00VA","small_airport","Vaughan Airport",36.57600021,-78.9991684,551,"NA","US","US-VA","Alton","no","00VA",,"00VA",,,
6569,"00VI","small_airport","Groundhog Mountain Airport",36.6632995605469,-80.4994964599609,2680,"NA","US","US-VA","Hillsville","no","00VI",,"00VI",,,
6570,"00W","small_airport","Lower Granite State Airport",46.6735000610352,-117.443000793457,719,"NA","US","US-WA","Colfax","no","00W",,"00W",,,
6571,"00WA","small_airport","Howell Airport",47.1783981323242,-122.772003173828,150,"NA","US","US-WA","Longbranch","no","00WA",,"00WA",,,
6572,"00WI","small_airport","Northern Lite Airport",44.3042984008789,-89.0501022338867,860,"NA","US","US-WI","Waupaca","no","00WI",,"00WI",,,
6573,"00WN","small_airport","Hawks Run Airport",46.25,-117.249000549316,2900,"NA","US","US-WA","Asotin","no","00WN",,"00WN",,,
6574,"00WV","small_airport","Lazy J. Aerodrome",38.8288993835449,-79.866096496582,2060,"NA","US","US-WV","Beverly","no","00WV",,"00WV",,,
6575,"00XS","small_airport","L P Askew Farms Airport",33.0334014892578,-101.93399810791,3110,"NA","US","US-TX","O'Donnell","no","00XS",,"00XS",,,
6576,"01A","small_airport","Purkeypile Airport",62.9435997009277,-152.270004272461,1950,"NA","US","US-AK","Purkeypile","no","01A",,"01A",,,
6577,"01AK","heliport","Providence Seward Medical Center Heliport",60.1058739754,-149.446249008,120,"NA","US","US-AK","Seward","no","01AK",,"01AK",,,
6578,"01AL","small_airport","Ware Island Airport",32.9459991455078,-86.5139007568359,344,"NA","US","US-AL","Clanton","no","01AL",,"01AL",,,
6579,"01AR","heliport","Community Hospital of De Queen Heliport",34.0472984313965,-94.3548965454102,400,"NA","US","US-AR","De Queen","no","01AR",,"01AR",,,
6580,"01AZ","heliport","Yat Heliport",34.6081008911133,-111.86499786377,3300,"NA","US","US-AZ","Camp Verde","no","01AZ",,"01AZ",,,
6581,"01C","small_airport","Grant Airport",43.3417015075684,-85.7750015258789,815,"NA","US","US-MI","Grant","no","01C",,"01C",,,
6582,"01CA","heliport","Lugo Substation Heliport",34.3682405917,-117.370058745,3733,"NA","US","US-CA","Hesperia","no","01CA",,"01CA",,,
6583,"01CL","small_airport","Swansboro Country Airport",38.7999000549316,-120.734001159668,2594,"NA","US","US-CA","Placerville","no","01CL",,"01CL",,,
6584,"01CN","heliport","Los Angeles County Sheriff's Department Heliport",34.0377998352051,-118.153999328613,300,"NA","US","US-CA","Los Angeles","no","01CN",,"01CN",,,
6585,"01CO","heliport","St Vincent General Hospital Heliport",39.2453002929688,-106.246002197266,10175,"NA","US","US-CO","Leadville","no","01CO",,"01CO",,,
6586,"01CT","heliport","Berlin Fairgrounds Heliport",41.6273002624512,-72.7275009155273,60,"NA","US","US-CT","Berlin","no","01CT",,"01CT",,,
6587,"01FA","small_airport","Rybolt Ranch Airport",28.5893993377686,-81.1442031860352,55,"NA","US","US-FL","Orlando","no","01FA",,"01FA",,,
6588,"01FD","heliport","Florida Hospital-Altamonte Heliport",28.6664009094238,-81.3705978393555,86,"NA","US","US-FL","Altamonte Springs","no","01FD",,"01FD",,,
6589,"01FL","small_airport","Cedar Knoll Flying Ranch Airport",28.7819004058838,-81.1592025756836,19,"NA","US","US-FL","Geneva","no","01FL",,"01FL",,,
6590,"01GA","heliport","Medical Center Heliport",32.4793014526367,-84.9791030883789,319,"NA","US","US-GA","Columbus","no","01GA",,"01GA",,,
6591,"01GE","small_airport","The Farm Airport",32.6744003295898,-82.7711029052734,375,"NA","US","US-GA","Wrightsville","no","01GE",,"01GE",,,
6592,"01IA","small_airport","Stender Airport",41.6610984802246,-90.7413024902344,725,"NA","US","US-IA","Maysville","no","01IA",,"01IA",,,
6530,"01ID","small_airport","Lava Hot Springs Airport",42.6082000732422,-112.031997680664,5268,"NA","US","US-ID","Lava Hot Springs","no","01ID",,"01ID",,,"Formerly 00E"
6593,"01II","small_airport","Myers Field",39.8849983215332,-86.5066986083984,950,"NA","US","US-IN","Lizton","no","01II",,"01II",,,
6594,"01IL","heliport","Hoopeston Community Memorial Hospital Heliport",40.4585990905762,-87.6595001220703,583,"NA","US","US-IL","Hoopeston","no","01IL",,"01IL",,,
6595,"01IN","heliport","Community Hospital Heliport",40.1309013366699,-85.69580078125,890,"NA","US","US-IN","Anderson","no","01IN",,"01IN",,,
6596,"01IS","small_airport","William E. Koenig Airport",39.0162010192871,-90.3181991577148,670,"NA","US","US-IL","Dow","no","01IS",,"01IS",,,
6597,"01J","small_airport","Hilliard Airpark",30.68630027771,-81.9057006835938,59,"NA","US","US-FL","Hilliard","no","01J",,"01J",,,
6598,"01K","small_airport","Caldwell Municipal Airport",37.0360984802246,-97.5864028930664,1157,"NA","US","US-KS","Caldwell","no","01K",,"01K",,,
6599,"01KS","small_airport","Flying N Ranch Airport",38.540599822998,-97.003303527832,1485,"NA","US","US-KS","Lost Springs","no","01KS",,"01KS",,,
6600,"01KY","heliport","Lourdes Hospital Heliport",37.051700592041,-88.6468963623047,419,"NA","US","US-KY","Paducah","no","01KY",,"01KY",,,
6601,"01LA","small_airport","Barham Airport",32.6389999389648,-91.7736968994141,90,"NA","US","US-LA","Oak Ridge","no","01LA",,"01LA",,,
6602,"01LL","small_airport","Schumaier Restricted Landing Area",38.1258010864258,-89.4638977050781,555,"NA","US","US-IL","Pinckneyville","no","01LL",,"01LL",,,
6603,"01LS","small_airport","Country Breeze Airport",30.7059993743896,-91.0774002075195,125,"NA","US","US-LA","Slaughter","no","01LS",,"01LS",,,
6604,"01MA","heliport","Compaq Andover Heliport",42.6250991821289,-71.1800994873047,140,"NA","US","US-MA","Andover","no","01MA",,"01MA",,,
6605,"01MD","seaplane_base","Annapolis Seaplane Base",38.9991989135742,-76.4560012817383,,"NA","US","US-MD","Annapolis","no","01MD",,"01MD",,,
6606,"01ME","seaplane_base","Saint Peter's Seaplane Base",46.7789001464844,-68.5002975463867,608,"NA","US","US-ME","Portage Lake","no","01ME",,"01ME",,,
6607,"01MI","heliport","Flow Through Terminal Heliport",43.0494995117188,-83.6797027587891,736,"NA","US","US-MI","Flint","no","01MI",,"01MI",,,
6608,"01MN","seaplane_base","Barnes Seaplane Base",47.899600982666,-92.5574035644531,1358,"NA","US","US-MN","Cook","no","01MN",,"01MN",,,
6609,"01MO","heliport","Highway Patrol Troop C Headquarters Heliport",38.6417007446289,-90.4842987060547,615,"NA","US","US-MO","Town and Country","no","01MO",,"01MO",,,
6610,"01MT","small_airport","Crystal Lakes Resort Airport",48.7891006469727,-114.879997253418,3141,"NA","US","US-MT","Fortine","no","01MT",,"01MT",,,
6611,"01NC","small_airport","Topsail Airpark",34.4752998352051,-77.5813980102539,65,"NA","US","US-NC","Holly Ridge","no","01NC",,"01NC",,,
6612,"01NE","small_airport","Detour Airport",40.8436012268066,-100.65299987793,3000,"NA","US","US-NE","Wellfleet","no","01NE",,"01NE",,,
6613,"01NH","small_airport","Moore Airfield",43.6445007324219,-72.0869979858398,835,"NA","US","US-NH","Enfield","no","01NH",,"01NH",,,
6614,"01NJ","heliport","Albert Guido Memorial Heliport",40.7417984008789,-74.1371002197266,10,"NA","US","US-NJ","Newark","no","01NJ",,"01NJ",,,
45537,"01NM","small_airport","Champion Ranch Airport",33.008611,-104.540278,3630,"NA","US","US-NM","Artesia","no","01NM",,"01NM",,,
6615,"01NV","small_airport","Lantana Ranch Airport",38.7639007568359,-119.027000427246,4600,"NA","US","US-NV","Yerington","no","01NV",,"01NV",,,
6616,"01NY","heliport","Vassar Hospital Heliport",41.7000999450684,-73.9496002197266,100,"NA","US","US-NY","Poughkeepsie","no","01NY",,"01NY",,,
6617,"01OI","heliport","Galion Community Hospital Heliport",40.730598449707,-82.8015975952148,1140,"NA","US","US-OH","Galion","no","01OI",,"01OI",,,
6618,"01OK","small_airport","Lawrence Airport",35.2944984436035,-98.6364974975586,1525,"NA","US","US-OK","Eakly","no","01OK",,"01OK",,,
6619,"01OR","small_airport","Red & White Flying Service Airport",43.1193008422852,-121.044998168945,4346,"NA","US","US-OR","Silver Lake","no","01OR",,"01OR",,,
6620,"01PA","heliport","Pine Heliport",40.6556015014648,-80.0509033203125,1215,"NA","US","US-PA","Mars","no","01PA",,"01PA",,,
6621,"01PN","small_airport","Bierly(Personal Use) Airport",40.9305992126465,-77.738899230957,960,"NA","US","US-PA","Bellefonte","no","01PN",,"01PN",,,
6622,"01PS","small_airport","Nort's Resort Airport",41.5959014892578,-76.0296020507812,1040,"NA","US","US-PA","Meshoppen","no","01PS",,"01PS",,,
6623,"01SC","small_airport","York Airport",35.0321006774902,-81.252799987793,779,"NA","US","US-SC","York","no","01SC",,"01SC",,,
6624,"01TA","heliport","Thirty Thirty Matlock Office Center Heliport",32.6941986083984,-97.1157989501953,630,"NA","US","US-TX","Arlington","no","01TA",,"01TA",,,
6625,"01TE","small_airport","Smith Field",32.7375984191895,-96.4280014038086,505,"NA","US","US-TX","Forney","no","01TE",,"01TE",,,
6626,"01TN","small_airport","Colonial Air Park",34.9958992004395,-89.730598449707,370,"NA","US","US-TN","Collierville","no","01TN",,"01TN",,,
6627,"01TS","heliport","St Joseph Hospital Heliport",32.7285003662109,-97.3245010375977,675,"NA","US","US-TX","Fort Worth","no","01TS",,"01TS",,,
6628,"01TX","small_airport","Mims Farm Ultralightport",32.3875999450684,-96.8775024414062,610,"NA","US","US-TX","Waxahachie","no","01TX",,"01TX",,,
6629,"01U","small_airport","Duckwater Airport",38.8516006469727,-115.634002685547,5124,"NA","US","US-NV","Duckwater","no","01U",,"01U",,,
6630,"01UT","small_airport","La Sal Junction Airport",38.3083000183105,-109.396003723145,6000,"NA","US","US-UT","La Sal","no","01UT",,"01UT",,,
6631,"01VA","small_airport","Pickles Airport",39.125,-77.9250030518,500,"NA","US","US-VA","Berryville","no","01VA",,"01VA",,,
6632,"01WA","heliport","Willapa Harbor Heliport",46.663200378418,-123.811996459961,154,"NA","US","US-WA","South Bend","no","01WA",,"01WA",,,
6633,"01WI","small_airport","Prehn Cranberry Company Airport",44.0099983215332,-90.3891983032227,930,"NA","US","US-WI","Tomah","no","01WI",,"01WI",,,
6634,"01WN","heliport","Whidbey General Hospital Heliport",48.2134017944336,-122.684997558594,103,"NA","US","US-WA","Coupeville","no","01WN",,"01WN",,,
45900,"01WT","heliport","Odyssey Heliport",47.518178,-122.210908,20,"NA","US","US-WA","Renton","no","01WT",,"01WT",,,
6635,"01WY","small_airport","Keyhole Airport",44.3471984863281,-104.810997009277,4250,"NA","US","US-WY","Moorcroft","no","01WY",,"01WY",,,
46288,"01XA","heliport","Seton Medical Center Hays Heliport",30.007222,-97.853333,715,"NA","US","US-TX","Kyle","no","01XA",,"01XA",,,
6636,"01XS","heliport","Meadowood Ranch Heliport",32.0201988220215,-95.7454986572266,500,"NA","US","US-TX","Athens","no","01XS",,"01XS",,,
6637,"02AK","small_airport","Rustic Wilderness Airport",61.8768997192383,-150.098007202148,190,"NA","US","US-AK","Willow","no","02AK",,"02AK",,,
6638,"02AL","small_airport","Bass Field",30.3715000152588,-87.7643966674805,61,"NA","US","US-AL","Foley","no","02AL",,"02AL",,,
43030,"02AR","small_airport","Three Rivers Airport",34.8224449158,-92.4444198608,264,"NA","US","US-AR","Little Rock","no","02AR",,"02AR",,,
6640,"02AZ","small_airport","Winchester Farm Airstrip",32.3763999938965,-109.936996459961,4200,"NA","US","US-AZ","Willcox","no","02AZ",,"02AZ",,,
6641,"02CA","heliport","Swepi Beta Platform Ellen Heliport",33.5825004577637,-118.128997802734,122,"NA","US","US-CA","Huntington Beach","no","02CA",,"02CA",,,
6642,"02CD","small_airport","Shannon Field",34.1296005249023,-90.5240020751953,165,"NA","US","US-MS","Clarksdale","no","02CD",,"02CD",,,
6643,"02CL","small_airport","Conover Air Lodge Airport",34.761100769043,-119.05899810791,5160,"NA","US","US-CA","Frazier Park","no","02CL",,"02CL",,,
6644,"02CO","small_airport","Mc Cullough Airport",37.6432991028,-106.04699707,7615,"NA","US","US-CO","Monte Vista","no","02CO",,"02CO",,,
6645,"02CT","heliport","Strangers Point Heliport",41.9196014404297,-72.4445037841797,540,"NA","US","US-CT","Ellington","no","02CT",,"02CT",,,
6646,"02FA","small_airport","Osborn Airfield",28.5266990661621,-81.8748016357422,121,"NA","US","US-FL","Groveland","no","02FA",,"02FA",,,
45347,"02FL","small_airport","Cuchens Airport",30.642778,-86.123889,215,"NA","US","US-FL","Defuniak Springs","no","02FL",,"02FL",,,
6648,"02GA","small_airport","Doug Bolton Field",34.2025985717773,-83.4290008544922,884,"NA","US","US-GA","Commerce","no","02GA",,"02GA",,,
6649,"02GE","small_airport","Etowah Fields Airport",34.1753005981445,-84.9244003295898,710,"NA","US","US-GA","Euharlee","no","02GE",,"02GE",,,
6650,"02HI","heliport","K3 Helipad Heliport",21.3619995117188,-157.95100402832,9,"NA","US","US-HI","Pearl Harbor","no","02HI",,"02HI",,,
6651,"02IA","heliport","Boone County Hospital Heliport",42.0560989379883,-93.8779983520508,1160,"NA","US","US-IA","Boone","no","02IA",,"02IA",,,
6652,"02ID","small_airport","Morgan Ranch Airport",44.5555000305176,-115.305000305176,5634,"NA","US","US-ID","Cascade","no","02ID",,"02ID",,,
6653,"02II","small_airport","King Ultralightport",40.0623016357422,-86.2105026245117,925,"NA","US","US-IN","Westfield","no","02II",,"02II",,,
6654,"02IN","small_airport","Diamond P. Field",40.2089004516602,-85.5408020019531,904,"NA","US","US-IN","Muncie","no","02IN",,"02IN",,,
6655,"02IS","heliport","Condell Medical Center Heliport",42.274600982666,-87.9572982788086,762,"NA","US","US-IL","Libertyville","no","02IS",,"02IS",,,
6656,"02KS","small_airport","Jmj Landing Airport",39.2221984863281,-96.0552978515625,1170,"NA","US","US-KS","St Marys","no","02KS",,"02KS",,,
6657,"02KY","heliport","Boone National Guard Heliport",38.1833992004395,-84.89990234375,760,"NA","US","US-KY","Frankfort","no","02KY",,"02KY",,,
6658,"02LA","heliport","La State Police Troop G Heliport",32.5312995910645,-93.6602020263672,168,"NA","US","US-LA","Bossier City","no","02LA",,"02LA",,,
6659,"02LS","heliport","Windy Hill Heliport",30.1483001708984,-91.9189987182617,25,"NA","US","US-LA","Broussard","no","02LS",,"02LS",,,
6660,"02MA","heliport","Cuttyhunk Heliport",41.4196014404297,-70.927001953125,9,"NA","US","US-MA","Gosnold","no","02MA",,"02MA",,,
6661,"02ME","small_airport","Old Acton Airfield",43.5373001098633,-70.9293975830078,700,"NA","US","US-ME","Acton","no","02ME",,"02ME",,,
6662,"02MI","small_airport","Fairplains Airpark",43.1571006774902,-85.1484985351562,850,"NA","US","US-MI","Greenville","no","02MI",,"02MI",,,
6663,"02MN","small_airport","Greenbush Municipal Airport",48.6833000183105,-96.1920013427734,1070,"NA","US","US-MN","Greenbush","no","02MN",,"02MN",,,
6664,"02MO","small_airport","Troy Airpark",39.0499992370605,-91.0335006713867,650,"NA","US","US-MO","Troy","no","02MO",,"02MO",,,
6665,"02MS","small_airport","Watts Field",34.1001014709473,-90.8468017578125,153,"NA","US","US-MS","Rochdale","no","02MS",,"02MS",,,
6666,"02MT","small_airport","Barrett Field",47.2374000549316,-111.741996765137,3350,"NA","US","US-MT","Cascade","no","02MT",,"02MT",,,
6667,"02MU","small_airport","Timber Line Airpark",36.6542015075684,-93.7974014282227,1550,"NA","US","US-MO","Cassville","no","02MU",,"02MU",,,
45686,"02NC","heliport","Race City Heliport",35.541111,-80.597778,809,"NA","US","US-NC","Landis","no","02NC",,"02NC",,,
6668,"02NE","small_airport","Benes Service Airport",41.0745010375977,-96.9045028686523,1550,"NA","US","US-NE","Valparaiso","no","02NE",,"02NE",,,
6669,"02NH","seaplane_base","Iroquois Landing Seaplane Base",44.6571006774902,-71.2191009521484,1180,"NA","US","US-NH","Dummer","no","02NH",,"02NH",,,
6670,"02NJ","heliport","Penske Heliport",40.557300567627,-74.4671020507812,78,"NA","US","US-NJ","Piscataway","no","02NJ",,"02NJ",,,
6671,"02NV","small_airport","Paiute Meadows Airport",41.3032989501953,-118.597999572754,4443,"NA","US","US-NV","Winnemucca","no","02NV",,"02NV",,,
6672,"02NY","heliport","Hansen Heliport",43.1325988769531,-75.6555023193359,435,"NA","US","US-NY","Durhamville","no","02NY",,"02NY",,,
6673,"02OH","small_airport","Zimmerman Airport",41.3763999938965,-83.0832977294922,614,"NA","US","US-OH","Fremont","no","02OH",,"02OH",,,
6674,"02OI","small_airport","Murtha Airport",41.8019981384277,-80.5653991699219,950,"NA","US","US-OH","Conneaut","no","02OI",,"02OI",,,
6675,"02OK","heliport","Canon Heliport",35.4584007263184,-97.5252990722656,1191,"NA","US","US-OK","Oklahoma City","no","02OK",,"02OK",,,
6676,"02OR","small_airport","Rowena Dell Airport",45.6814994812012,-121.31600189209,705,"NA","US","US-OR","The Dalles","no","02OR",,"02OR",,,
6677,"02P","heliport","Stottle Memorial Heliport",40.4035987854004,-77.5566024780273,591,"NA","US","US-PA","Honey Grove","no","02P",,"02P",,,
6678,"02PA","heliport","Lag Iii Heliport",40.4383010864258,-79.7699966430664,1070,"NA","US","US-PA","Monroeville","no","02PA",,"02PA",,,
6679,"02PN","heliport","Peco Berwyn Heliport",40.0695991516113,-75.4552001953125,390,"NA","US","US-PA","Berwyn","no","02PN",,"02PN",,,
6680,"02PR","small_airport","Cuylers Airport",18.4533004760742,-66.3668975830078,15,"NA","PR","PR-U-A","Vega Baja","no","02PR",,"02PR",,,
6681,"02PS","small_airport","Hughes Ultralightport",41.9006004333496,-77.2303009033203,1700,"NA","US","US-PA","Tioga","no","02PS",,"02PS",,,
6682,"02SC","small_airport","Harpers Airport",32.7584991455078,-81.2248001098633,111,"NA","US","US-SC","Estill","no","02SC",,"02SC",,,
6683,"02T","small_airport","Wise River Airport",45.769100189209,-112.982002258301,5830,"NA","US","US-MT","Wise River","no","02T",,"02T",,,
6684,"02TA","heliport","Matagorda Shore Facility Heliport",28.721399307251,-95.8738021850586,5,"NA","US","US-TX","Matagorda","no","02TA",,"02TA",,,
6685,"02TE","heliport","Baylor Medical Center Heliport",32.3954010009766,-96.8641967773438,560,"NA","US","US-TX","Waxahachie","no","02TE",,"02TE",,,
6686,"02TN","small_airport","Ellis Field",35.7806015014648,-86.5841979980469,840,"NA","US","US-TN","Murfreesboro","no","02TN",,"02TN",,,
6687,"02TS","heliport","Fwomc Heliport",32.7476005554199,-97.370002746582,684,"NA","US","US-TX","Fort Worth","no","02TS",,"02TS",,,
6688,"02TX","small_airport","The Palms At Kitty Hawk Airport",33.3704032898,-101.92288208,3235,"NA","US","US-TX","New Home","no","02TX",,"02TX",,,
6689,"02UT","small_airport","Lucin Airport",41.3662986755371,-113.843002319336,4412,"NA","US","US-UT","Lucin","no","02UT",,"02UT",,,
6690,"02VA","small_airport","The Greenhouse Airport",38.4356994628906,-77.8572006225586,320,"NA","US","US-VA","Culpeper","no","02VA",,"02VA",,,
6691,"02VG","heliport","Northstar Aviation Heliport",36.638801574707,-82.11669921875,1850,"NA","US","US-VA","Bristol","no","02VG",,"02VG",,,
6692,"02WA","small_airport","Cawleys South Prairie Airport",47.1523017883301,-122.09400177002,690,"NA","US","US-WA","South Prairie","no","02WA",,"02WA",,,
6693,"02WI","small_airport","Beer Airport",45.0318984985352,-92.6557998657227,920,"NA","US","US-WI","Hudson","no","02WI",,"02WI",,,
6694,"02WN","small_airport","Fowler Field",48.7458000183105,-119.319000244141,2150,"NA","US","US-WA","Tonasket","no","02WN",,"02WN",,,
6695,"02XS","small_airport","Seidel Ranch Airport",30.1476993560791,-97.6628036499023,510,"NA","US","US-TX","Elroy","no","02XS",,"02XS",,,
6696,"03AK","seaplane_base","Joe Clouds Seaplane Base",60.727222442627,-151.132781982422,150,"NA","US","US-AK","Kenai","no","03AK",,"03AK",,,
6697,"03AL","heliport","Jackson County Hospital Heliport",34.6624984741,-86.047203064,628,"NA","US","US-AL","Scottsboro","no","03AL",,"03AL",,,
6698,"03AR","heliport","Hscmh Heliport",34.3576011657715,-92.7884979248047,350,"NA","US","US-AR","Malvern","no","03AR",,"03AR",,,
6699,"03AZ","small_airport","Thompson International Aviation Airport",31.4333992004395,-110.083999633789,4275,"NA","US","US-AZ","Hereford","no","03AZ",,"03AZ",,,
6700,"03CA","heliport","Grossmont Hospital Heliport",32.7798004150391,-117.005996704102,634,"NA","US","US-CA","La Mesa","no","03CA",,"03CA",,,
6701,"03CO","small_airport","Kugel-Strong Airport",40.2125015259,-104.744003296,4950,"NA","US","US-CO","Platteville","no","03CO",,"03CO",,,
6702,"03FA","small_airport","Lake Persimmon Airstrip",27.353099822998,-81.4080963134766,70,"NA","US","US-FL","Lake Placid","no","03FA",,"03FA",,,
